2301,23,Ingvar Jonsson ,Sandefjord,GK
2302,23,Ögmundur Kristinsson ,Hammarby IF,GK
2303,23,Hannes por Halldorsson ,FK Bodo Glimt,GK
2304,23,Hjortur Hermannsson ,IFK Goteborg,CB
2305,23,Sverrir Ingi Ingason ,Lokeren,CB
2306,23,Horour Bjorgvin Magnusson ,Cesena,CB
2307,23,Haukur Heidar Hauksson ,AIK,RB
2308,23,Ari Freyr Skulason ,OB,LB
2309,23,Ragnar Sigurdsson ,Krasnodar,CB
2310,23,Karl Arnason,Malmo FF,CB
2311,23,Birkir Mar Saevarsson ,Hammarby IF,RB
2312,23,Arnor Ingvi Traustason ,IFK Norrkoping,LM
2313,23,Johann Berg Guomundsson ,Charlton Athletic,LW
2314,23,Runar Mar Sigurjonsson ,GIF Sundsvall,CDM
2315,23,Gylfi Sigurdsson ,Swansea City,CAM
2316,23,Aron Gunnarsson ,Cardiff City,CM
2317,23,Birkir Bjarnason ,Basel,RM
2318,23,Theodor Elmar Bjarnason ,AGF,RM
2319,23,Emil Hallfreosson ,Udinese,CM
2320,23,Jon Daoi Boovarsson ,Kaiserslautern,ST
2321,23,Kolbeinn Sigporsson ,Nantes,ST
2322,23,Alfred Finnbogason ,Augsburg,ST
2323,23,Eiour Gudjohnsen ,Molde FK,ST
