701,7,Wayne Hennessey ,Crystal Palace,GK
702,7,Danny Ward ,Liverpool,GK
703,7,Owain Fon Williams ,Inverness,GK
704,7,Ben Davies ,Tottenham,LB
705,7,Neil Taylor ,Swansea,LB
706,7,Chris Gunter ,Reading,RB
707,7,Ashley Williams ,Swansea,CB
708,7,James Chester ,West Brom,CB
709,7,Ashley Richards ,Fulham,RB
710,7,Paul Dummett ,Newcastle,LB
711,7,Adam Henley ,Blackburn,RB
712,7,Adam Matthews ,Sunderland,RB
713,7,James Collins ,West Ham,CB
714,7,Aaron Ramsey ,Arsenal,CM
715,7,Joe Ledley ,Crystal Palace,CM
716,7,David Vaughan ,Nottingham Forest,CDM
717,7,Joe Allen ,Liverpool,CM
718,7,David Cotterill ,Birmingham,RM
719,7,Jonathan Williams ,Crystal Palace,CAM
720,7,George Williams ,Fulham,LM
721,7,Andy King ,Leicester,CM
722,7,Emyr Huws ,Wigan,CM
723,7,David Edwards ,Wolves,CAM
724,7,Hal Robson-Kanu ,Reading,LM
725,7,Sam Vokes ,Burnley,ST
726,7,Tom Bradshaw ,Walsall,ST
727,7,Tom Lawrence ,Leicester,LM
728,7,Simon Church ,Nottingham Forest,ST
729,7,Wes Burns ,Walsall,RM
730,7,Garath Bale,Real Madrid,LW
