1001,10,Manuel Neuer,Bayern Munich,GK
1002,10,Bernd Leno,Bayer Leverkusen,GK
1003,10,Marc-Andre ter Stegen,FC Barcelona,GK
1004,10,Jerome Boateng,Bayern Munich,CB
1005,10,Emre Can,Liverpool,RB
1006,10,Jonas Hector,1 FC Koln,LB
1007,10,Benedikt Howedes,Schalke 04,CB
1008,10,Mats Hummels,Borussia Dortmund,CB
1009,10,Skhordan Mustafi,Valencia,CB
1010,10,Sebastian Rudy,TSG 1899 Hoffenheim,RB
1011,10,Antonio Rudiger,AS Roma,CB
1012,10,Karim Bellarabi,Bayer Leverkusen,RM
1013,10,Julian Brandt,Bayer Leverkusen,LM
1014,10,Julian Draxler,VfL Wolfsburg,CAM
1015,10,Sami Khedira,Juventus,CDM
1016,10,Joshua Kimmich,Bayern Munich,CM
1017,10,Toni Kroos,Real Madrid,CM
1018,10,Mesut Ozil,Arsenal,CAM
1019,10,Lukas Podolski,Galatasaray,LM
1020,10,Marco Reus,Borussia Dortmund,LM
1021,10,Leroy Sane,Schalke 04,RM
1022,10,Bastian Schweinsteiger,Manchester United,CM
1023,10,Julian Weigl,Borussia Dortmund,CDM
1024,10,Mario Gomez,Besiktas,ST
1025,10,Mario Gotze,Bayern Munich,CAM
1026,10,Thomas Muller,Bayern Munich,ST
1027,10,Andre Schurrle,VfL Wolfsburg,LW
