301,3,Ciprian Tatarusanu ,Fiorentina,GK
302,3,Costel Pantilimon ,Watford,GK
303,3,Silviu Lung ,Astra Giurgiu,GK
304,3,Cristian Sapunaru ,Pandurii Targu Jiu,RB
305,3,Alexandru Matel ,Dinamo Zagreb,RB
306,3,Vlad Chiriches ,Napoli,CB
307,3,Valerica Gaman ,Astra Giurgiu,CB
308,3,Dragos Grigore ,Al Sailiya,CB
309,3,Cosmin Moti ,Ludogorets Razgrad,CB
310,3,Razvan Rat ,Rayo Vallecano,LB
311,3,Steliano Filip ,Dinamo Bucharest,LB
312,3,Mihai Pintilii ,Steaua Bucharest,CDM
313,3,Ovidiu Hoban ,Hapoel Be'er Sheva,CDM
314,3,Andrei Prepelita ,Ludogorets Razgrad,CM
315,3,Adrian Popa ,Steaua Bucharest,RW
316,3,Gabriel Torje ,Osmanlispor,RW
317,3,Alexandru Chipciu ,Steaua Bucharest,LW
318,3,Nicolae Stanciu ,Steaua Bucharest,CAM
319,3,Lucian Sanmartean ,Al Ittihad,CAM
320,3,Claudiu Keseru ,Ludogorets Razgrad,ST
321,3,Bogdan Stancu ,Genclerbirligi,ST
322,3,Florin Andone ,Cordoba,ST
323,3,Denis Alibec ,Astra Giurgiu,ST
